productid,date,saleprice
3520,9/8/09,9.37
5210,9/8/09,25.17
8561,9/8/09,91.3
8615,9/8/09,151.59
9802,9/8/09,248.03
11595,9/8/09,144.85
16432,9/8/09,106.05
17022,9/8/09,86.62
17849,9/8/09,264.09
20785,9/8/09,363.2
22140,9/8/09,350.29
23297,9/8/09,97.73
23817,9/8/09,414.79
1982,9/9/09,20.22
2089,9/9/09,15.63
2525,9/9/09,114.78
6110,9/9/09,48.66
7136,9/9/09,29.34
7680,9/9/09,169.71
14114,9/9/09,83.23
19693,9/9/09,131.69
19764,9/9/09,197.72
22907,9/9/09,74.06
24902,9/9/09,289.61
996,9/10/09,85.56
2679,9/10/09,354.14
7816,9/10/09,114.16
11124,9/10/09,86.99
18771,9/10/09,229.28
22108,9/10/09,37.95
23612,9/10/09,4.29
23614,9/10/09,436.61
2640,9/11/09,296.55
2667,9/11/09,472.4
2696,9/11/09,63.11
3945,9/11/09,97.12
6746,9/11/09,141.12
7217,9/11/09,183.54
7682,9/11/09,252.77
9778,9/11/09,407.48
14388,9/11/09,464.83
24273,9/11/09,105.2
618,9/12/09,53.04
780,9/12/09,172.4
3766,9/12/09,278.6
4156,9/12/09,167.04
4544,9/12/09,471.57
7232,9/12/09,33.77
17209,9/12/09,22.96
22944,9/12/09,9.05
25063,9/12/09,5435.91
4018,9/13/09,123.45
4373,9/13/09,185.72
8647,9/13/09,442.67
9951,9/13/09,162.25
18208,9/13/09,154.4
19850,9/13/09,12.16
22393,9/13/09,51.52
24320,9/13/09,191.63
506,9/14/09,341.82
1474,9/14/09,50.21
2427,9/14/09,37.52
2501,9/14/09,124.38
2844,9/14/09,198.69
4447,9/14/09,224.62
5897,9/14/09,344.02
5942,9/14/09,209.87
6247,9/14/09,15.84
10439,9/14/09,51.8
14797,9/14/09,48.36
16396,9/14/09,232.71
16955,9/14/09,106.29
18558,9/14/09,51.61
19854,9/14/09,141.46
22178,9/14/09,54.52
22467,9/14/09,378.45
22836,9/14/09,136.65
446,9/15/09,66.11
1593,9/15/09,431.49
2517,9/15/09,119.86
2678,9/15/09,320.78
3083,9/15/09,156.83
3612,9/15/09,134.74
3742,9/15/09,406.55
5368,9/15/09,427.94
7701,9/15/09,417.48
13172,9/15/09,205.57
15318,9/15/09,50.6
15994,9/15/09,114.7
18917,9/15/09,157.34
20722,9/15/09,193.97
21483,9/15/09,70.88
22382,9/15/09,182.33
2187,9/16/09,281.34
2377,9/16/09,129.51
2766,9/16/09,123.77
6803,9/16/09,242.35
8177,9/16/09,10.48
8387,9/16/09,274.36
8833,9/16/09,235.34
9446,9/16/09,120.26
14046,9/16/09,80.42
18472,9/16/09,119.18
20969,9/16/09,205.11
21663,9/16/09,146.37
22347,9/16/09,483.07
23727,9/16/09,39.21
24751,9/16/09,80.16
3053,9/17/09,121.75
4941,9/17/09,51.35
5832,9/17/09,237.01
6277,9/17/09,125.39
6776,9/17/09,20.25
7713,9/17/09,122.1
9657,9/17/09,45.77
13289,9/17/09,331.97
13977,9/17/09,128.55
20091,9/17/09,162.13
2051,9/18/09,36.39
2628,9/18/09,304.93
2784,9/18/09,235.08
4784,9/18/09,115.31
6011,9/18/09,374.24
8157,9/18/09,144.44
8846,9/18/09,163.78
9368,9/18/09,301.58
9608,9/18/09,260.54
9639,9/18/09,88.55
10719,9/18/09,30.2
12147,9/18/09,403.76
13189,9/18/09,86.99
17380,9/18/09,26.35
22449,9/18/09,155.21
2762,9/19/09,102.43
4278,9/19/09,162.14
4322,9/19/09,84.91
5606,9/19/09,133.53
6106,9/19/09,57.49
7245,9/19/09,27.08
7491,9/19/09,358.24
10369,9/19/09,123.06
12950,9/19/09,98.49
12982,9/19/09,245.85
16512,9/19/09,53.96
19528,9/19/09,183.38
21037,9/19/09,394.27
818,9/20/09,12.26
981,9/20/09,188.9
1774,9/20/09,329.17
4803,9/20/09,129.03
6925,9/20/09,197.23
9937,9/20/09,65.68
13399,9/20/09,319.03
15315,9/20/09,342.1
19066,9/20/09,204.36
19220,9/20/09,33.54
19887,9/20/09,409.67
360,9/21/09,65.87
1016,9/21/09,92.59
5208,9/21/09,160.05
5946,9/21/09,160
6613,9/21/09,166.74
6966,9/21/09,127.17
8137,9/21/09,12.68
9029,9/21/09,12.17
14358,9/21/09,194.7
14753,9/21/09,133.97
16392,9/21/09,305.2
20848,9/21/09,123.75
1286,9/22/09,9.69
2279,9/22/09,43.46
2505,9/22/09,128.34
3997,9/22/09,193.55
4713,9/22/09,214.06
6645,9/22/09,466.5
6808,9/22/09,214.55
7688,9/22/09,275.67
8171,9/22/09,352.72
8379,9/22/09,182.47
8592,9/22/09,195.06
11233,9/22/09,357.61
13615,9/22/09,224.91
13849,9/22/09,56.07
13904,9/22/09,207.9
14480,9/22/09,134.43
14946,9/22/09,384.91
17027,9/22/09,307.51
21488,9/22/09,133.54
21515,9/22/09,163.17
22275,9/22/09,21.21
23224,9/22/09,214.61
23761,9/22/09,3.03
24195,9/22/09,76.56
691,9/23/09,455.49
4459,9/23/09,279.26
6534,9/23/09,237.74
6785,9/23/09,70.82
7322,9/23/09,35.08
7515,9/23/09,222.36
7991,9/23/09,127.38
17064,9/23/09,65.13
17123,9/23/09,54.23
20355,9/23/09,339.87
22481,9/23/09,243.72
23492,9/23/09,95.77
877,9/24/09,103.41
2684,9/24/09,366.95
3214,9/24/09,386.65
10349,9/24/09,344.88
12723,9/24/09,21.61
16021,9/24/09,70.43
16270,9/24/09,172.2
20361,9/24/09,163.51
21041,9/24/09,469.3
22971,9/24/09,121.02
23361,9/24/09,35.89
236,9/25/09,340.34
1346,9/25/09,200.57
1348,9/25/09,30.38
2578,9/25/09,10.75
2742,9/25/09,170.6
3492,9/25/09,107.42
3801,9/25/09,175.93
5189,9/25/09,161.79
6710,9/25/09,70.7
7836,9/25/09,95.68
9224,9/25/09,344.99
11623,9/25/09,173.18
15796,9/25/09,182.33
18236,9/25/09,72.94
18830,9/25/09,285.31
20937,9/25/09,377.39
24417,9/25/09,232.86
163,9/26/09,62.22
3163,9/26/09,310.81
5015,9/26/09,464.78
5723,9/26/09,46.52
5867,9/26/09,6.89
11271,9/26/09,201.54
23122,9/26/09,14.68
24327,9/26/09,163.13
544,9/27/09,426.37
2270,9/27/09,18.34
2922,9/27/09,217.22
3916,9/27/09,28.56
6820,9/27/09,30.59
10180,9/27/09,226.01
17938,9/27/09,18.19
24524,9/27/09,35
483,9/28/09,128.8
1099,9/28/09,480.17
1224,9/28/09,214.72
3663,9/28/09,236.47
4932,9/28/09,95.74
6933,9/28/09,166.87
7882,9/28/09,167.34
8259,9/28/09,18.81
10302,9/28/09,98.68
10391,9/28/09,34.22
12970,9/28/09,134.97
16124,9/28/09,307.25
18948,9/28/09,384.14
19124,9/28/09,90.53
23648,9/28/09,235.96
23702,9/28/09,321.67
2423,9/29/09,265.15
3612,9/29/09,153.71
3997,9/29/09,265.77
4836,9/29/09,210.58
8485,9/29/09,239.01
8895,9/29/09,292.4
9446,9/29/09,120.26
9610,9/29/09,68.62
18778,9/29/09,370.56
22041,9/29/09,39.65
23688,9/29/09,6.81
2213,9/30/09,166.32
3443,9/30/09,107.74
6211,9/30/09,12.2
7328,9/30/09,355.88
10244,9/30/09,24.42
13540,9/30/09,437.24
17719,9/30/09,425.54
17984,9/30/09,193.81
19087,9/30/09,107.75
21192,9/30/09,330.52
2067,10/1/09,381.61
3328,10/1/09,106.15
6979,10/1/09,140.23
7700,10/1/09,88.63
8914,10/1/09,354.76
9941,10/1/09,26.6
15140,10/1/09,128.07
15482,10/1/09,65.95
16239,10/1/09,46.58
18013,10/1/09,129.95
19733,10/1/09,186.43
20290,10/1/09,138.55
22512,10/1/09,269.53
22526,10/1/09,326.11
2031,10/2/09,270.22
7166,10/2/09,362.02
7493,10/2/09,46.7
7930,10/2/09,277.32
9418,10/2/09,51.35
9519,10/2/09,168.33
10588,10/2/09,10.82
15008,10/2/09,420.13
21591,10/2/09,106.92
25222,10/2/09,1248.53
2645,10/3/09,212.29
3603,10/3/09,274.64
4044,10/3/09,64.07
4229,10/3/09,338.41
6461,10/3/09,123.08
10368,10/3/09,483.26
11755,10/3/09,169.17
11762,10/3/09,6.54
14447,10/3/09,84.25
15434,10/3/09,119.81
16965,10/3/09,106.48
18176,10/3/09,6.32
19567,10/3/09,20.57
20925,10/3/09,209.39
25014,10/3/09,4823.74
25082,10/3/09,4866.94
613,10/4/09,124.97
1405,10/4/09,179.94
3683,10/4/09,190.44
3864,10/4/09,470.79
4931,10/4/09,108.2
6258,10/4/09,90.19
7791,10/4/09,334.72
9880,10/4/09,230.1
10017,10/4/09,161.82
10282,10/4/09,481.9
10428,10/4/09,155.46
11559,10/4/09,369.53
15983,10/4/09,130.98
18952,10/4/09,10.85
19834,10/4/09,297.76
21532,10/4/09,337.24
3,10/5/09,183.21
588,10/5/09,197.41
2434,10/5/09,124.97
8667,10/5/09,240.27
10492,10/5/09,69.48
10592,10/5/09,403.89
10870,10/5/09,312.99
11314,10/5/09,71.62
12100,10/5/09,277.14
15642,10/5/09,4.25
18847,10/5/09,118.32
21390,10/5/09,32.22
1381,10/6/09,93.36
1792,10/6/09,201.7
2835,10/6/09,79.96
2905,10/6/09,56.33
8911,10/6/09,133.56
13842,10/6/09,120.36
14278,10/6/09,45.27
17818,10/6/09,2.12
20823,10/6/09,396.19
23002,10/6/09,41.49
24158,10/6/09,401.15
25014,10/6/09,6305.86
3916,10/7/09,38.24
6070,10/7/09,277.91
7185,10/7/09,353.38
17832,10/7/09,61.37
17930,10/7/09,205.01
19984,10/7/09,8.96
1902,10/8/09,457.75
3212,10/8/09,154.29
3802,10/8/09,118.45
5193,10/8/09,288.39
7027,10/8/09,338.53
8016,10/8/09,79.07
8447,10/8/09,236.18
11953,10/8/09,276.79
12417,10/8/09,24.04
18267,10/8/09,229.86
20791,10/8/09,149.33
24774,10/8/09,21.21
768,10/9/09,46.27
1599,10/9/09,279.04
2950,10/9/09,4.5
3931,10/9/09,247.36
4202,10/9/09,277.1
6030,10/9/09,64.71
7838,10/9/09,37.29
10111,10/9/09,225
10662,10/9/09,409.78
11561,10/9/09,18.82
12487,10/9/09,44.1
12628,10/9/09,110.78
15683,10/9/09,55.41
16821,10/9/09,228.65
17508,10/9/09,10.21
22876,10/9/09,6.73
1749,10/10/09,78.87
4143,10/10/09,7.69
4739,10/10/09,162.82
7491,10/10/09,398.07
13467,10/10/09,26.2
19313,10/10/09,468.26
23260,10/10/09,28.94
24712,10/10/09,367.46
866,10/11/09,214.34
1217,10/11/09,295.16
2745,10/11/09,71.95
6090,10/11/09,173.27
7650,10/11/09,299.22
10460,10/11/09,49.64
13258,10/11/09,39.26
16048,10/11/09,187.12
21983,10/11/09,108.4
22421,10/11/09,199.35
1219,10/12/09,39.96
6473,10/12/09,264.45
7365,10/12/09,300.87
12884,10/12/09,283.32
14750,10/12/09,22.5
15088,10/12/09,404.77
21077,10/12/09,18.92
23319,10/12/09,209.01
2411,10/13/09,304.31
2919,10/13/09,412
3434,10/13/09,312.77
3568,10/13/09,63.86
9780,10/13/09,104.79
15519,10/13/09,173.31
19040,10/13/09,53.1
20980,10/13/09,134.17
271,10/14/09,169.1
725,10/14/09,146.9
3751,10/14/09,64.55
4128,10/14/09,133.9
4355,10/14/09,13.97
4740,10/14/09,230.12
6876,10/14/09,193.79
8077,10/14/09,23.81
8592,10/14/09,237.17
9244,10/14/09,104.65
11279,10/14/09,61.19
11592,10/14/09,179
11967,10/14/09,168.64
16373,10/14/09,138.17
18035,10/14/09,152.21
19660,10/14/09,128.8
20420,10/14/09,212.15
1743,10/15/09,359.1
3003,10/15/09,39.47
4132,10/15/09,285.01
4679,10/15/09,97.36
8362,10/15/09,69.5
8863,10/15/09,207.85
9745,10/15/09,147.27
10840,10/15/09,209.8
14995,10/15/09,330.97
20205,10/15/09,126.14
25169,10/15/09,414
1770,10/16/09,266.94
2178,10/16/09,141.43
8651,10/16/09,54.34
11402,10/16/09,72.7
22172,10/16/09,136.9
22377,10/16/09,121.61
23802,10/16/09,17.35
1997,10/17/09,133.8
5236,10/17/09,141.1
6730,10/17/09,233.6
8897,10/17/09,112.48
9168,10/17/09,174.14
10505,10/17/09,127.85
11911,10/17/09,207.87
12092,10/17/09,120.55
18512,10/17/09,343.14
24333,10/17/09,295.81
710,10/18/09,28.42
1603,10/18/09,218.3
3617,10/18/09,297.88
4115,10/18/09,35.65
4906,10/18/09,79.1
4997,10/18/09,182.28
5055,10/18/09,293.06
6944,10/18/09,108.89
8461,10/18/09,239.32
13500,10/18/09,121.98
16454,10/18/09,49.59
19387,10/18/09,249.48
20879,10/18/09,87.89
135,10/19/09,22.72
191,10/19/09,323.22
3425,10/19/09,174.07
4565,10/19/09,232.74
5770,10/19/09,24.89
6874,10/19/09,40.04
7119,10/19/09,227.47
7670,10/19/09,236.11
14080,10/19/09,17.94
17865,10/19/09,122.37
19612,10/19/09,293.02
22623,10/19/09,120
24443,10/19/09,109.88
1793,10/20/09,202.97
2260,10/20/09,479.89
2457,10/20/09,115.66
3044,10/20/09,82.46
5049,10/20/09,276.02
5253,10/20/09,91.43
6390,10/20/09,131.74
7614,10/20/09,294.25
11076,10/20/09,223.13
11432,10/20/09,205.45
12786,10/20/09,289.48
15887,10/20/09,160.27
17606,10/20/09,80.92
20529,10/20/09,198.6
21144,10/20/09,120.82
24300,10/20/09,281.59
1491,10/21/09,394.66
3855,10/21/09,81.02
7225,10/21/09,54.8
7406,10/21/09,151.09
7930,10/21/09,287.11
8578,10/21/09,137.4
10021,10/21/09,207.45
10504,10/21/09,362.7
12908,10/21/09,66.69
15191,10/21/09,344.7
19820,10/21/09,239.57
20335,10/21/09,257.21
23983,10/21/09,19.74
113,10/22/09,8.8
530,10/22/09,105.94
948,10/22/09,12.75
1277,10/22/09,162.45
3833,10/22/09,183.6
4209,10/22/09,209.1
6952,10/22/09,139.98
9093,10/22/09,8.08
11658,10/22/09,350.77
13704,10/22/09,88.95
14873,10/22/09,269.52
15255,10/22/09,386.96
16921,10/22/09,102.36
830,10/23/09,26.56
3151,10/23/09,345.35
4709,10/23/09,269.66
7691,10/23/09,61.37
8562,10/23/09,9.71
9630,10/23/09,46.07
13798,10/23/09,6.77
15636,10/23/09,265.43
19407,10/23/09,125.47
20727,10/23/09,25.84
21411,10/23/09,60.76
23199,10/23/09,42.32
24243,10/23/09,279.07
25057,10/23/09,3920.72
3013,10/24/09,452.93
3430,10/24/09,127.61
4751,10/24/09,61.43
7583,10/24/09,223.28
8064,10/24/09,128.87
11576,10/24/09,264.25
12350,10/24/09,63.74
14460,10/24/09,350.83
15778,10/24/09,317.88
21270,10/24/09,117.08
24826,10/24/09,143.98
389,10/25/09,74.19
3947,10/25/09,164.37
4046,10/25/09,209.84
4675,10/25/09,46.79
5302,10/25/09,212.16
6126,10/25/09,10.44
8214,10/25/09,91.07
20133,10/25/09,6.64
22428,10/25/09,225.79
1179,10/26/09,24.28
2509,10/26/09,43.08
2575,10/26/09,62.53
3789,10/26/09,139.17
5076,10/26/09,20.2
6235,10/26/09,386.13
7660,10/26/09,210.25
7663,10/26/09,37.07
8585,10/26/09,450.06
8740,10/26/09,134.83
9782,10/26/09,6.13
10133,10/26/09,6.1
15728,10/26/09,156.1
16835,10/26/09,481.66
20834,10/26/09,47.31
2470,10/27/09,127.78
4505,10/27/09,54.1
5410,10/27/09,69.29
5481,10/27/09,117.37
7005,10/27/09,90.5
8312,10/27/09,265.87
8402,10/27/09,23.4
8823,10/27/09,414.7
9066,10/27/09,220.98
13920,10/27/09,75.5
14631,10/27/09,313.69
19453,10/27/09,41.18
20986,10/27/09,48.13
3124,10/28/09,18.86
5557,10/28/09,155.25
9856,10/28/09,158.67
11462,10/28/09,39.05
13783,10/28/09,100.15
14185,10/28/09,20.13
15773,10/28/09,253.42
15805,10/28/09,163.17
16032,10/28/09,10.5
21756,10/28/09,67.38
22419,10/28/09,12.46
25126,10/28/09,9103.65
18,10/29/09,119.55
1808,10/29/09,309.07
3793,10/29/09,137.12
7104,10/29/09,16.44
9320,10/29/09,126.59
10273,10/29/09,82.15
10982,10/29/09,291.47
12938,10/29/09,367.95
13616,10/29/09,84.3
14332,10/29/09,210.42
15255,10/29/09,373.54
16298,10/29/09,134.14
17520,10/29/09,209.77
19405,10/29/09,244.33
21490,10/29/09,358.51
22683,10/29/09,197.65
488,10/30/09,301.39
639,10/30/09,334.33
1717,10/30/09,156.15
1723,10/30/09,193.87
2151,10/30/09,244.7
3582,10/30/09,376.25
4276,10/30/09,115.74
4955,10/30/09,191.95
5181,10/30/09,296.99
6107,10/30/09,21.98
8213,10/30/09,28.95
11373,10/30/09,341.84
15003,10/30/09,52.48
15708,10/30/09,47.92
17648,10/30/09,185.47
18033,10/30/09,52.57
25096,10/30/09,4901.93
3709,10/31/09,237.26
4638,10/31/09,298.07
5383,10/31/09,400.27
6733,10/31/09,166.89
8095,10/31/09,144.52
10865,10/31/09,170.45
12092,10/31/09,68.78
14866,10/31/09,168.89
16977,10/31/09,56.96
1114,11/1/09,358.01
2408,11/1/09,207.88
2688,11/1/09,222.24
2979,11/1/09,199.71
4719,11/1/09,167.69
6457,11/1/09,290.79
7606,11/1/09,80.44
8532,11/1/09,332.4
15414,11/1/09,346.39
16422,11/1/09,54.41
16817,11/1/09,392.69
24212,11/1/09,213.6
25095,11/1/09,1736.9
1679,11/2/09,343.98
2599,11/2/09,474.14
2967,11/2/09,351.39
5984,11/2/09,225.04
7988,11/2/09,195.38
8788,11/2/09,135.5
9802,11/2/09,244.21
15737,11/2/09,444.92
17408,11/2/09,179.41
18762,11/2/09,184.4
21126,11/2/09,102.49
23012,11/2/09,102.01
391,11/3/09,217.55
3027,11/3/09,132.76
3902,11/3/09,305.41
4221,11/3/09,330.75
4381,11/3/09,358.5
5463,11/3/09,191.21
7574,11/3/09,134.98
9947,11/3/09,95.68
17220,11/3/09,61.26
2160,11/4/09,81.34
3071,11/4/09,152.87
6728,11/4/09,18.41
7915,11/4/09,96.36
11819,11/4/09,145.34
15504,11/4/09,35.25
16709,11/4/09,229.22
18921,11/4/09,157.42
23058,11/4/09,278.16
24710,11/4/09,73.17
24850,11/4/09,23.27
1657,11/5/09,128.96
4331,11/5/09,105.99
4569,11/5/09,104.53
5450,11/5/09,9.19
5477,11/5/09,23.05
6937,11/5/09,121.32
7131,11/5/09,147.58
8475,11/5/09,150.43
9918,11/5/09,223.99
10045,11/5/09,14.32
12262,11/5/09,331.9
12269,11/5/09,241.87
12875,11/5/09,231.73
13579,11/5/09,37.63
14216,11/5/09,39.23
17327,11/5/09,200.39
19466,11/5/09,200.51
20808,11/5/09,240.2
54,11/6/09,47.24
781,11/6/09,231.31
3232,11/6/09,9.28
3738,11/6/09,402.33
5048,11/6/09,134.11
5826,11/6/09,29.55
6853,11/6/09,97.29
8170,11/6/09,47.76
8696,11/6/09,252.88
10971,11/6/09,97.26
11955,11/6/09,29.35
20408,11/6/09,66.79
21100,11/6/09,7.49
23441,11/6/09,247.25
23532,11/6/09,380.85
24945,11/6/09,104.05
2080,11/7/09,408.77
3641,11/7/09,27.06
4229,11/7/09,338.41
4324,11/7/09,104.33
4445,11/7/09,47.43
7360,11/7/09,296.76
7831,11/7/09,198.53
10984,11/7/09,275.72
21078,11/7/09,288.1
3099,11/8/09,198.97
7979,11/8/09,175.24
8157,11/8/09,167.73
13765,11/8/09,154.51
14825,11/8/09,27.86
15211,11/8/09,164.61
15396,11/8/09,278.85
19401,11/8/09,3.5
21977,11/8/09,50.28
24900,11/8/09,201.06
25187,11/8/09,1786.48
2661,11/9/09,79.07
3591,11/9/09,83.5
5979,11/9/09,35.84
6983,11/9/09,69.14
7898,11/9/09,373.12
8399,11/9/09,373.7
11395,11/9/09,402.42
12568,11/9/09,22.5
13053,11/9/09,354.22
13706,11/9/09,381.97
19105,11/9/09,17.73
20740,11/9/09,235.82
22059,11/9/09,257.55
23076,11/9/09,58.81
3195,11/10/09,340.73
4351,11/10/09,276.96
4978,11/10/09,487.58
5051,11/10/09,84.51
5314,11/10/09,43.81
6165,11/10/09,58.68
6621,11/10/09,23.03
8790,11/10/09,151.41
12364,11/10/09,155.08
12972,11/10/09,7.66
13351,11/10/09,179.42
14093,11/10/09,96.41
15183,11/10/09,12.63
15967,11/10/09,248.19
17489,11/10/09,185.28
18379,11/10/09,126.6
19749,11/10/09,181.46
20733,11/10/09,24.15
24206,11/10/09,4.2
3588,11/11/09,141.68
4385,11/11/09,159.17
6606,11/11/09,66.87
6621,11/11/09,30.96
7838,11/11/09,33.39
8333,11/11/09,22.06
10825,11/11/09,123.81
19117,11/11/09,313.73
19854,11/11/09,135.41
21574,11/11/09,198.95
2082,11/12/09,223.45
2785,11/12/09,153.5
2883,11/12/09,2.68
8280,11/12/09,266.68
17788,11/12/09,371.22
19513,11/12/09,160.37
19558,11/12/09,173.75
23306,11/12/09,20.27
4859,11/13/09,301.42
6233,11/13/09,353.53
7203,11/13/09,230.92
13454,11/13/09,235.42
15472,11/13/09,161.13
17115,11/13/09,133.81
19801,11/13/09,256.43
21201,11/13/09,358.7
23445,11/13/09,208.77
192,11/14/09,392.75
2747,11/14/09,62.71
3998,11/14/09,124.17
4727,11/14/09,108.31
8199,11/14/09,465.11
8698,11/14/09,44.84
8773,11/14/09,82.49
12775,11/14/09,123.33
13667,11/14/09,358.51
14031,11/14/09,20.82
15919,11/14/09,71.57
16263,11/14/09,150.11
17713,11/14/09,205.11
20986,11/14/09,56.65
24764,11/14/09,280.79
2488,11/15/09,221.64
3773,11/15/09,48.51
6516,11/15/09,83.64
7588,11/15/09,302.53
12079,11/15/09,56.96
12164,11/15/09,192.2
16868,11/15/09,238.98
20509,11/15/09,302.42
21111,11/15/09,63.63
24032,11/15/09,361.54
24137,11/15/09,6.21
1108,11/16/09,147.83
1979,11/16/09,48.05
2724,11/16/09,234.91
3691,11/16/09,90.62
5820,11/16/09,192.25
6657,11/16/09,202.85
8692,11/16/09,177.77
14383,11/16/09,325.45
16133,11/16/09,258.63
23489,11/16/09,383.07
2729,11/17/09,124.31
4674,11/17/09,96.63
5598,11/17/09,23.12
5804,11/17/09,18.77
9728,11/17/09,171.9
12033,11/17/09,282.39
17002,11/17/09,88.65
18346,11/17/09,117.27
18821,11/17/09,80.87
23041,11/17/09,323.97
23430,11/17/09,462.26
2861,11/18/09,216.83
4314,11/18/09,51.61
5361,11/18/09,91.62
8574,11/18/09,166.69
9671,11/18/09,23.21
11491,11/18/09,107.65
16717,11/18/09,33.71
23589,11/18/09,95.76
2446,11/19/09,106.56
3917,11/19/09,22.61
7982,11/19/09,117.94
9075,11/19/09,73.66
13068,11/19/09,56.69
13789,11/19/09,68.56
16445,11/19/09,97.28
18330,11/19/09,263.84
19307,11/19/09,271.98
23018,11/19/09,79.99
5287,11/20/09,400.36
6597,11/20/09,53.91
7931,11/20/09,206.17
10262,11/20/09,117.33
10886,11/20/09,16.36
14183,11/20/09,236.74
18381,11/20/09,169.85
19316,11/20/09,257.68
23972,11/20/09,107.76
25281,11/20/09,2604.45
315,11/21/09,20.07
1599,11/21/09,211.32
3444,11/21/09,138.11
3973,11/21/09,475.43
5229,11/21/09,95.05
7099,11/21/09,394.4
8220,11/21/09,76.2
8381,11/21/09,196.92
8458,11/21/09,226.72
8822,11/21/09,257.03
8934,11/21/09,211.23
9280,11/21/09,364.41
16834,11/21/09,128.61
18147,11/21/09,19.47
21297,11/21/09,65.45
22511,11/21/09,322.8
24348,11/21/09,30.04
25144,11/21/09,4325.06
2764,11/22/09,174.91
5516,11/22/09,320.88
5541,11/22/09,213.71
6614,11/22/09,115.06
10252,11/22/09,63.85
13112,11/22/09,99.15
14417,11/22/09,153.53
18719,11/22/09,18.09
20480,11/22/09,346.08
21504,11/22/09,40.5
21612,11/22/09,382.26
23976,11/22/09,292.85
25125,11/22/09,2736.74
1402,11/23/09,96.34
3487,11/23/09,240.85
6099,11/23/09,132.37
6943,11/23/09,109.75
9643,11/23/09,237.7
10939,11/23/09,190.16
12536,11/23/09,396.5
13193,11/23/09,123.33
17637,11/23/09,312.7
18186,11/23/09,90.42
19799,11/23/09,72.53
22268,11/23/09,63.66
4082,11/24/09,98.41
5671,11/24/09,244.81
8510,11/24/09,22.99
9637,11/24/09,58.38
9912,11/24/09,133.42
14767,11/24/09,341.06
16774,11/24/09,97.58
20774,11/24/09,58.7
23405,11/24/09,298.1
2439,11/25/09,215.07
2827,11/25/09,67.29
4911,11/25/09,415.02
6832,11/25/09,69.68
7215,11/25/09,77.01
8564,11/25/09,357.45
11857,11/25/09,322.99
12401,11/25/09,97.01
14311,11/25/09,292.12
14688,11/25/09,82.35
18470,11/25/09,137.45
19553,11/25/09,349.3
25139,11/25/09,3829.25
441,11/26/09,283.69
3162,11/26/09,282.37
5635,11/26/09,286.03
7245,11/26/09,19.3
11929,11/26/09,56.05
12195,11/26/09,236.34
12250,11/26/09,232.71
13482,11/26/09,8.83
19860,11/26/09,68.63
20623,11/26/09,273.63
22133,11/26/09,16.77
24082,11/26/09,76.36
1612,11/27/09,22.82
2680,11/27/09,95.94
3770,11/27/09,305.04
4126,11/27/09,366.56
6708,11/27/09,152.6
6974,11/27/09,76.82
11435,11/27/09,275.61
12138,11/27/09,216.28
12967,11/27/09,308.94
13176,11/27/09,173.72
23907,11/27/09,97.81
278,11/28/09,326.76
3349,11/28/09,8.21
3942,11/28/09,258.83
3956,11/28/09,34.19
7292,11/28/09,243.37
7666,11/28/09,131.9
11429,11/28/09,17.73
14856,11/28/09,56.52
15804,11/28/09,96.14
18995,11/28/09,280.4
20507,11/28/09,298.74
21015,11/28/09,51.8
21060,11/28/09,412.36
3410,11/29/09,356.77
3889,11/29/09,135.72
5656,11/29/09,134.53
7763,11/29/09,290.65
11417,11/29/09,147.84
16027,11/29/09,239.4
18405,11/29/09,433.9
18863,11/29/09,65.68
19353,11/29/09,182.84
19777,11/29/09,317.8
20284,11/29/09,129.19
22718,11/29/09,104.15
4515,11/30/09,455.71
5187,11/30/09,184.32
6328,11/30/09,32.68
7179,11/30/09,47.19
7276,11/30/09,56.78
7625,11/30/09,293.03
7670,11/30/09,278.33
7862,11/30/09,231.48
10308,11/30/09,308
11384,11/30/09,102.41
14809,11/30/09,30.95
21894,11/30/09,40.96
87,12/1/09,175.29
1043,12/1/09,287.47
4106,12/1/09,379.05
4192,12/1/09,235.59
7231,12/1/09,26.76
7923,12/1/09,151.44
12218,12/1/09,360.49
12455,12/1/09,226.15
15877,12/1/09,224.79
17153,12/1/09,59.27
17645,12/1/09,395.68
22237,12/1/09,457.38
23645,12/1/09,35.35
2189,12/2/09,352.13
2401,12/2/09,161.1
8657,12/2/09,120.85
10218,12/2/09,116.71
11861,12/2/09,305.19
15766,12/2/09,294.06
23930,12/2/09,122.11
25292,12/2/09,2313.48
1806,12/3/09,169.37
1986,12/3/09,345.03
2941,12/3/09,73.17
8018,12/3/09,92.01
10424,12/3/09,101.6
11039,12/3/09,229.26
14393,12/3/09,63.68
15342,12/3/09,16.17
17553,12/3/09,22.95
23253,12/3/09,141.57
1996,12/4/09,181.38
6362,12/4/09,73.49
8329,12/4/09,203.67
8650,12/4/09,175.2
10410,12/4/09,334.19
12605,12/4/09,4.06
15352,12/4/09,23.36
15989,12/4/09,384.81
18721,12/4/09,271.37
20227,12/4/09,98.92
23832,12/4/09,175.89
2487,12/5/09,73.2
4405,12/5/09,179.3
8135,12/5/09,216.3
8224,12/5/09,240.37
9764,12/5/09,221.8
9824,12/5/09,26.25
10126,12/5/09,38.52
15588,12/5/09,54.35
16123,12/5/09,294.32
16723,12/5/09,219
20200,12/5/09,113.72
20746,12/5/09,5.57
21228,12/5/09,264.72
25296,12/5/09,2870.64
283,12/6/09,203.51
